,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID
segment_120411,-121.216973,38.20407,-121.216055,38.203665,-121.216514,38.203868
segment_120412,-121.216055,38.203665,-121.215138,38.20326,-121.215597,38.203463
segment_120413,-121.215138,38.20326,-121.214221,38.202855,-121.21468,38.203058
segment_120414,-121.214221,38.202855,-121.213304,38.20245,-121.213762,38.202653
segment_120415,-121.213304,38.20245,-121.212386,38.202045,-121.212845,38.202248
segment_120416,-121.212386,38.202045,-121.211469,38.201641,-121.211928,38.201843
segment_120417,-121.211469,38.201641,-121.210585,38.201984,-121.211027,38.201812
segment_120418,-121.210585,38.201984,-121.209701,38.202327,-121.210143,38.202155
segment_120419,-121.209701,38.202327,-121.208817,38.20267,-121.209259,38.202498
segment_120420,-121.208817,38.20267,-121.207934,38.203013,-121.208375,38.202841
segment_120421,-121.207934,38.203013,-121.20705,38.203356,-121.207492,38.203184
segment_120422,-121.20705,38.203356,-121.206678,38.204072,-121.206864,38.203714
segment_120423,-121.206678,38.204072,-121.206306,38.204788,-121.206492,38.20443
segment_120424,-121.206306,38.204788,-121.205933,38.205504,-121.206119,38.205146
segment_143299,-119.299271,34.29847,-119.298897,34.298843,-119.299084,34.298656
segment_143300,-119.298897,34.298843,-119.298523,34.299217,-119.29871,34.29903
segment_143301,-119.298523,34.299217,-119.298405,34.299681,-119.298464,34.299449
segment_143302,-119.298405,34.299681,-119.298286,34.300144,-119.298346,34.299912
segment_143303,-119.298286,34.300144,-119.298248,34.300171,-119.298267,34.300158
segment_143304,-119.298248,34.300171,-119.297297,34.299979,-119.297773,34.300075
segment_143305,-119.297297,34.299979,-119.296346,34.299787,-119.296822,34.299883
segment_143306,-119.296346,34.299787,-119.295395,34.299595,-119.29587,34.299691
segment_143307,-119.295395,34.299595,-119.295265,34.29998,-119.29533,34.299788
segment_143308,-119.295265,34.29998,-119.294212,34.299759,-119.294739,34.29987
segment_143309,-119.294212,34.299759,-119.293159,34.299538,-119.293686,34.299649
segment_143310,-119.293159,34.299538,-119.292107,34.299317,-119.292633,34.299428
segment_143311,-119.292107,34.299317,-119.291054,34.299096,-119.29158,34.299207
segment_143312,-119.291054,34.299096,-119.290001,34.298872,-119.290527,34.298984
segment_143313,-119.290001,34.298872,-119.288948,34.298649,-119.289474,34.298761
segment_143314,-119.288948,34.298649,-119.288551,34.299019,-119.28875,34.298834
segment_143315,-119.288551,34.299019,-119.288155,34.299389,-119.288353,34.299204
segment_143316,-119.288155,34.299389,-119.288,34.299463,-119.288077,34.299426
segment_143317,-119.288,34.299463,-119.287575,34.299454,-119.287787,34.299458
segment_143318,-119.287575,34.299454,-119.286697,34.299265,-119.287136,34.29936
segment_143319,-119.286697,34.299265,-119.28582,34.299077,-119.286259,34.299171
segment_143320,-119.28582,34.299077,-119.284943,34.298888,-119.285381,34.298983
segment_143321,-119.284943,34.298888,-119.284065,34.2987,-119.284504,34.298794
segment_143322,-119.284065,34.2987,-119.283188,34.298512,-119.283627,34.298606
segment_143323,-119.283188,34.298512,-119.282921,34.299164,-119.283054,34.298838
segment_143324,-119.282921,34.299164,-119.282065,34.299676,-119.282493,34.29942
segment_143325,-119.282065,34.299676,-119.281209,34.300189,-119.281637,34.299932
segment_143326,-119.281209,34.300189,-119.280354,34.300701,-119.280781,34.300445
segment_143327,-119.280354,34.300701,-119.279498,34.301214,-119.279926,34.300957
segment_143328,-119.279498,34.301214,-119.278642,34.301726,-119.27907,34.30147
segment_143329,-119.278642,34.301726,-119.277786,34.302238,-119.278214,34.301982
segment_143330,-119.277786,34.302238,-119.27718,34.302692,-119.277483,34.302465
segment_143331,-119.27718,34.302692,-119.276573,34.303146,-119.276876,34.302919
segment_143332,-119.276573,34.303146,-119.275662,34.303072,-119.276117,34.303109
segment_143333,-119.275662,34.303072,-119.27475,34.302998,-119.275206,34.303035
segment_143334,-119.27475,34.302998,-119.274158,34.302447,-119.274454,34.302722
segment_143335,-119.274158,34.302447,-119.273567,34.301897,-119.273863,34.302172
segment_143336,-119.273567,34.301897,-119.272976,34.301347,-119.273272,34.301622
segment_143337,-119.272976,34.301347,-119.272385,34.300797,-119.27268,34.301072
segment_143338,-119.272385,34.300797,-119.272247,34.300781,-119.272316,34.300789
segment_143339,-119.272247,34.300781,-119.271529,34.301117,-119.271888,34.300949
segment_143340,-119.271529,34.301117,-119.27081,34.301453,-119.271169,34.301285
segment_143341,-119.27081,34.301453,-119.27001,34.301761,-119.27041,34.301607
segment_143342,-119.27001,34.301761,-119.269402,34.302044,-119.269706,34.301903
segment_143343,-119.269402,34.302044,-119.268738,34.302097,-119.26907,34.302071
segment_143344,-119.268738,34.302097,-119.267914,34.301743,-119.268326,34.30192
segment_143345,-119.267914,34.301743,-119.267418,34.301258,-119.267666,34.3015
segment_143346,-119.267418,34.301258,-119.267208,34.300412,-119.267313,34.300835
segment_143347,-119.267208,34.300412,-119.267105,34.30011,-119.267157,34.300261
segment_143348,-119.267105,34.30011,-119.267118,34.299829,-119.267112,34.299969
segment_143349,-119.267118,34.299829,-119.267082,34.299644,-119.2671,34.299737
segment_143350,-119.267082,34.299644,-119.266792,34.299183,-119.266937,34.299414
segment_143351,-119.266792,34.299183,-119.266739,34.299038,-119.266766,34.29911
segment_143352,-119.266739,34.299038,-119.266792,34.298447,-119.266766,34.298742
segment_143353,-119.266792,34.298447,-119.266922,34.29829,-119.266857,34.298368
segment_143354,-119.266922,34.29829,-119.266991,34.297817,-119.266956,34.298054
segment_143355,-119.266991,34.297817,-119.26701,34.297326,-119.267,34.297572
segment_143356,-119.26701,34.297326,-119.26693,34.296867,-119.26697,34.297097
segment_143357,-119.26693,34.296867,-119.266791,34.296519,-119.26686,34.296693
segment_143358,-119.266791,34.296519,-119.266714,34.296042,-119.266752,34.296281
segment_143359,-119.266714,34.296042,-119.266727,34.295786,-119.26672,34.295914
segment_143360,-119.266727,34.295786,-119.266869,34.295536,-119.266798,34.295661
segment_143361,-119.266869,34.295536,-119.267152,34.295054,-119.26701,34.295295
segment_143362,-119.267152,34.295054,-119.267244,34.294386,-119.267198,34.29472
segment_143363,-119.267244,34.294386,-119.267181,34.293906,-119.267212,34.294146
segment_143364,-119.267181,34.293906,-119.266941,34.293159,-119.267061,34.293532
segment_143365,-119.266941,34.293159,-119.266701,34.292412,-119.266821,34.292785
segment_143366,-119.266701,34.292412,-119.266457,34.29229,-119.266579,34.292351
segment_143367,-119.266457,34.29229,-119.266225,34.291769,-119.266341,34.292029
segment_143368,-119.266225,34.291769,-119.265994,34.291248,-119.26611,34.291508
segment_143369,-119.265994,34.291248,-119.265776,34.290918,-119.265885,34.291083
segment_143370,-119.265776,34.290918,-119.265366,34.290527,-119.265571,34.290723
segment_143371,-119.265366,34.290527,-119.26461,34.290123,-119.264988,34.290325
segment_143372,-119.26461,34.290123,-119.264354,34.289686,-119.264482,34.289905
segment_143373,-119.264354,34.289686,-119.264098,34.28925,-119.264226,34.289468
segment_143374,-119.264098,34.28925,-119.263725,34.288584,-119.263912,34.288917
segment_143375,-119.263725,34.288584,-119.263003,34.288295,-119.263364,34.28844
segment_143376,-119.263003,34.288295,-119.262281,34.288005,-119.262642,34.28815
segment_143377,-119.262281,34.288005,-119.261558,34.287716,-119.26192,34.287861
segment_143378,-119.261558,34.287716,-119.261461,34.287681,-119.26151,34.287698
segment_143379,-119.261461,34.287681,-119.261269,34.287123,-119.261365,34.287402
segment_143380,-119.261269,34.287123,-119.261077,34.286565,-119.261173,34.286844
segment_143381,-119.261077,34.286565,-119.260694,34.285736,-119.260886,34.28615
segment_143382,-119.260694,34.285736,-119.260311,34.284906,-119.260503,34.285321
segment_143383,-119.260311,34.284906,-119.259695,34.284293,-119.260003,34.284599
segment_143384,-119.259695,34.284293,-119.259078,34.283679,-119.259386,34.283986
segment_143385,-119.259078,34.283679,-119.258461,34.283066,-119.258769,34.283373
segment_143386,-119.258461,34.283066,-119.257955,34.28266,-119.258208,34.282863
segment_143387,-119.257955,34.28266,-119.257449,34.282254,-119.257702,34.282457
segment_143388,-119.257449,34.282254,-119.256437,34.282063,-119.256943,34.282159
segment_143389,-119.256437,34.282063,-119.255456,34.28192,-119.255947,34.281991
segment_143390,-119.255456,34.28192,-119.25514,34.281958,-119.255298,34.281939
segment_143391,-119.25514,34.281958,-119.254102,34.281942,-119.254621,34.28195
segment_143392,-119.254102,34.281942,-119.253064,34.281926,-119.253582,34.281934
segment_143393,-119.253064,34.281926,-119.252028,34.281838,-119.252546,34.281882
segment_143394,-119.252028,34.281838,-119.250992,34.28175,-119.25151,34.281794
segment_143395,-119.250992,34.28175,-119.250439,34.28183,-119.250715,34.28179
segment_143396,-119.250439,34.28183,-119.249886,34.28191,-119.250162,34.28187
segment_143397,-119.249886,34.28191,-119.249489,34.281715,-119.249687,34.281813
segment_143398,-119.249489,34.281715,-119.249331,34.280873,-119.24941,34.281294
segment_143399,-119.249331,34.280873,-119.249174,34.28003,-119.249253,34.280451
segment_143400,-119.249174,34.28003,-119.249016,34.279188,-119.249095,34.279609
segment_143401,-119.249016,34.279188,-119.248859,34.278345,-119.248938,34.278766
segment_143402,-119.248859,34.278345,-119.248722,34.277654,-119.24879,34.277999
segment_143403,-119.248722,34.277654,-119.248585,34.276963,-119.248653,34.277308
segment_143404,-119.248585,34.276963,-119.248612,34.276688,-119.248598,34.276825
segment_143405,-119.248612,34.276688,-119.248466,34.27603,-119.248539,34.276359
segment_143406,-119.248466,34.27603,-119.248321,34.275372,-119.248394,34.275701
segment_143407,-119.248321,34.275372,-119.248176,34.274715,-119.248248,34.275043
segment_143408,-119.248176,34.274715,-119.248069,34.27421,-119.248122,34.274462
segment_143409,-119.248069,34.27421,-119.247963,34.273705,-119.248016,34.273957
segment_143410,-119.247963,34.273705,-119.248291,34.273655,-119.248127,34.27368
segment_143411,-119.248291,34.273655,-119.248398,34.273506,-119.248344,34.273581
segment_152701,-118.248672,33.867523,-118.249507,33.867493,-118.24909,33.867508
segment_152702,-118.249507,33.867493,-118.250341,33.867463,-118.249924,33.867478
segment_152703,-118.250341,33.867463,-118.251175,33.867433,-118.250758,33.867448
segment_152704,-118.251175,33.867433,-118.252186,33.8674,-118.251681,33.867417
segment_152705,-118.252186,33.8674,-118.253198,33.867367,-118.252692,33.867384
segment_152706,-118.253198,33.867367,-118.254209,33.867334,-118.253703,33.867351
segment_152707,-118.254209,33.867334,-118.25522,33.867301,-118.254714,33.867318
segment_152708,-118.25522,33.867301,-118.25626,33.867274,-118.25574,33.867287
segment_152709,-118.25626,33.867274,-118.257299,33.867246,-118.256779,33.86726
segment_152710,-118.257299,33.867246,-118.258339,33.867218,-118.257819,33.867232
segment_152711,-118.258339,33.867218,-118.259378,33.867191,-118.258859,33.867205
segment_152712,-118.259378,33.867191,-118.260423,33.867159,-118.259901,33.867175
segment_152713,-118.260423,33.867159,-118.261468,33.867128,-118.260946,33.867144
segment_152714,-118.261468,33.867128,-118.262513,33.867097,-118.26199,33.867112
segment_152715,-118.262513,33.867097,-118.263557,33.867065,-118.263035,33.867081
segment_152716,-118.263557,33.867065,-118.264629,33.86705,-118.264093,33.867058
segment_152717,-118.264629,33.86705,-118.265701,33.867035,-118.265165,33.867043
segment_152718,-118.265701,33.867035,-118.266736,33.866997,-118.266219,33.867016
segment_152719,-118.266736,33.866997,-118.267771,33.866958,-118.267253,33.866977
segment_152720,-118.267771,33.866958,-118.268717,33.86693,-118.268244,33.866944
segment_152721,-118.268717,33.86693,-118.269663,33.866901,-118.26919,33.866915
segment_152722,-118.269663,33.866901,-118.270609,33.866873,-118.270136,33.866887
segment_152723,-118.270609,33.866873,-118.271555,33.866844,-118.271082,33.866858
segment_152724,-118.271555,33.866844,-118.272071,33.866792,-118.271813,33.866818
segment_152725,-118.272071,33.866792,-118.272964,33.866627,-118.272518,33.866709
segment_152726,-118.272964,33.866627,-118.273749,33.866335,-118.273357,33.866481
segment_152727,-118.273749,33.866335,-118.274416,33.866036,-118.274082,33.866186
segment_152728,-118.274416,33.866036,-118.275082,33.865736,-118.274749,33.865886
segment_152729,-118.275082,33.865736,-118.276032,33.865311,-118.275557,33.865524
segment_152730,-118.276032,33.865311,-118.276981,33.864886,-118.276506,33.865098
segment_152731,-118.276981,33.864886,-118.277931,33.864461,-118.277456,33.864673
segment_152732,-118.277931,33.864461,-118.278831,33.864057,-118.278381,33.864259
segment_152733,-118.278831,33.864057,-118.279731,33.863653,-118.279281,33.863855
segment_152734,-118.279731,33.863653,-118.280631,33.863249,-118.280181,33.863451
segment_152735,-118.280631,33.863249,-118.281531,33.862846,-118.281081,33.863048
segment_152736,-118.281531,33.862846,-118.282213,33.862564,-118.281872,33.862705
segment_152737,-118.282213,33.862564,-118.282895,33.862282,-118.282554,33.862423
segment_152738,-118.282895,33.862282,-118.283577,33.862,-118.283236,33.862141
segment_152739,-118.283577,33.862,-118.284226,33.861706,-118.283902,33.861853
segment_152740,-118.284226,33.861706,-118.284875,33.861413,-118.284551,33.86156
segment_152741,-118.284875,33.861413,-118.28569,33.861052,-118.285283,33.861233
segment_152742,-118.28569,33.861052,-118.286506,33.860692,-118.286098,33.860872
segment_152743,-118.286506,33.860692,-118.287406,33.860287,-118.286956,33.860489
segment_152744,-118.287406,33.860287,-118.288306,33.859883,-118.287856,33.860085
segment_152745,-118.288306,33.859883,-118.289206,33.859478,-118.288756,33.859681
segment_152746,-118.289206,33.859478,-118.289806,33.859209,-118.289506,33.859344
segment_152747,-118.289806,33.859209,-118.290405,33.85894,-118.290106,33.859075
segment_152748,-118.290405,33.85894,-118.290413,33.858936,-118.290409,33.858938
segment_152749,-118.290413,33.858936,-118.290413,33.85881,-118.290413,33.858873
segment_152750,-118.290413,33.85881,-118.291031,33.858538,-118.290722,33.858674
segment_152751,-118.291031,33.858538,-118.291649,33.858265,-118.29134,33.858401
segment_152752,-118.291649,33.858265,-118.292596,33.858265,-118.292122,33.858265
segment_152753,-118.292596,33.858265,-118.293543,33.858265,-118.293069,33.858265
segment_152754,-118.293543,33.858265,-118.29449,33.858265,-118.294017,33.858265
segment_152755,-118.29449,33.858265,-118.295437,33.858265,-118.294964,33.858265
segment_152756,-118.295437,33.858265,-118.296504,33.858268,-118.295971,33.858267
segment_152757,-118.296504,33.858268,-118.297571,33.858272,-118.297038,33.85827
segment_152758,-118.297571,33.858272,-118.298638,33.858276,-118.298105,33.858274
segment_152759,-118.298638,33.858276,-118.299706,33.85828,-118.299172,33.858278
segment_152760,-118.299706,33.85828,-118.299728,33.858295,-118.299717,33.858288
segment_152761,-118.299728,33.858295,-118.300691,33.858291,-118.30021,33.858293
segment_152762,-118.300691,33.858291,-118.301622,33.858289,-118.301156,33.85829
segment_152763,-118.301622,33.858289,-118.302554,33.858286,-118.302088,33.858288
segment_152764,-118.302554,33.858286,-118.303486,33.858284,-118.30302,33.858285
segment_152765,-118.303486,33.858284,-118.304521,33.858283,-118.304003,33.858283
segment_152766,-118.304521,33.858283,-118.305557,33.858281,-118.305039,33.858282
segment_152767,-118.305557,33.858281,-118.306592,33.85828,-118.306074,33.858281
segment_152768,-118.306592,33.85828,-118.307628,33.858279,-118.30711,33.858279
segment_152769,-118.307628,33.858279,-118.308578,33.858283,-118.308103,33.858281
segment_152770,-118.308578,33.858283,-118.309527,33.858288,-118.309052,33.858286
segment_152771,-118.309527,33.858288,-118.310477,33.858293,-118.310002,33.858291
segment_152772,-118.310477,33.858293,-118.311427,33.858298,-118.310952,33.858295
segment_152773,-118.311427,33.858298,-118.31245,33.858298,-118.311939,33.858298
segment_152774,-118.31245,33.858298,-118.313474,33.858297,-118.312962,33.858297
segment_152775,-118.313474,33.858297,-118.314498,33.858297,-118.313986,33.858297
segment_152776,-118.314498,33.858297,-118.315522,33.858297,-118.31501,33.858297
segment_152777,-118.315522,33.858297,-118.316353,33.858296,-118.315938,33.858297
segment_152778,-118.316353,33.858296,-118.317183,33.858296,-118.316768,33.858296
segment_152779,-118.317183,33.858296,-118.318014,33.858295,-118.317598,33.858296
segment_152780,-118.318014,33.858295,-118.319022,33.858294,-118.318518,33.858295
segment_152781,-118.319022,33.858294,-118.32003,33.858293,-118.319526,33.858293
segment_152782,-118.32003,33.858293,-118.321038,33.858291,-118.320534,33.858292
segment_152783,-118.321038,33.858291,-118.322046,33.85829,-118.321542,33.858291
segment_152784,-118.322046,33.85829,-118.323127,33.858289,-118.322586,33.858289
segment_152785,-118.323127,33.858289,-118.324208,33.858287,-118.323667,33.858288
segment_152786,-118.324208,33.858287,-118.325289,33.858286,-118.324748,33.858286
segment_152787,-118.325289,33.858286,-118.32637,33.858284,-118.32583,33.858285
segment_152788,-118.32637,33.858284,-118.326431,33.858368,-118.326401,33.858326
segment_152789,-118.326431,33.858368,-118.327278,33.858367,-118.326855,33.858367
segment_152790,-118.327278,33.858367,-118.328124,33.858366,-118.327701,33.858366
segment_152791,-118.328124,33.858366,-118.328971,33.858365,-118.328548,33.858365
segment_152792,-118.328971,33.858365,-118.329817,33.858364,-118.329394,33.858364
segment_152793,-118.329817,33.858364,-118.330706,33.858363,-118.330262,33.858363
segment_152794,-118.330706,33.858363,-118.331594,33.858362,-118.33115,33.858362
segment_152795,-118.331594,33.858362,-118.332628,33.858361,-118.332111,33.858361
segment_152796,-118.332628,33.858361,-118.333661,33.858359,-118.333144,33.85836
segment_152797,-118.333661,33.858359,-118.334695,33.858358,-118.334178,33.858359
segment_152798,-118.334695,33.858358,-118.335729,33.858357,-118.335212,33.858357
segment_152799,-118.335729,33.858357,-118.336762,33.858355,-118.336246,33.858356
segment_152800,-118.336762,33.858355,-118.337497,33.858354,-118.33713,33.858355
segment_152801,-118.337497,33.858354,-118.338231,33.858354,-118.337864,33.858354
segment_152802,-118.338231,33.858354,-118.339218,33.858349,-118.338725,33.858352
segment_152803,-118.339218,33.858349,-118.340205,33.858345,-118.339712,33.858347
segment_152804,-118.340205,33.858345,-118.341193,33.858341,-118.340699,33.858343
segment_152805,-118.341193,33.858341,-118.34218,33.858337,-118.341686,33.858339
segment_152806,-118.34218,33.858337,-118.343167,33.858333,-118.342673,33.858335
segment_152807,-118.343167,33.858333,-118.344154,33.858329,-118.34366,33.858331
segment_152808,-118.344154,33.858329,-118.345216,33.858329,-118.344685,33.858329
segment_152809,-118.345216,33.858329,-118.346279,33.85833,-118.345748,33.858329
segment_152810,-118.346279,33.85833,-118.347341,33.85833,-118.34681,33.85833
segment_152811,-118.347341,33.85833,-118.348403,33.85833,-118.347872,33.85833
segment_152812,-118.348403,33.85833,-118.349187,33.858334,-118.348795,33.858332
segment_152813,-118.349187,33.858334,-118.34997,33.858338,-118.349579,33.858336
segment_152814,-118.34997,33.858338,-118.350754,33.858341,-118.350362,33.858339
segment_152815,-118.350754,33.858341,-118.351595,33.858334,-118.351174,33.858337
segment_152816,-118.351595,33.858334,-118.352436,33.858326,-118.352016,33.85833
segment_152817,-118.352436,33.858326,-118.353277,33.858318,-118.352857,33.858322
segment_152818,-118.353277,33.858318,-118.354118,33.858311,-118.353698,33.858315
segment_152819,-118.354118,33.858311,-118.354982,33.858316,-118.35455,33.858314
segment_152820,-118.354982,33.858316,-118.355846,33.858322,-118.355414,33.858319
segment_152821,-118.355846,33.858322,-118.356709,33.858328,-118.356277,33.858325
segment_152822,-118.356709,33.858328,-118.357569,33.858328,-118.357139,33.858328
segment_152823,-118.357569,33.858328,-118.358428,33.858329,-118.357999,33.858328
segment_152824,-118.358428,33.858329,-118.359288,33.858329,-118.358858,33.858329
segment_152825,-118.359288,33.858329,-118.360148,33.858329,-118.359718,33.858329
segment_152826,-118.360148,33.858329,-118.361064,33.858327,-118.360606,33.858328
segment_152827,-118.361064,33.858327,-118.361981,33.858325,-118.361523,33.858326
segment_152828,-118.361981,33.858325,-118.362855,33.858324,-118.362418,33.858325
segment_152829,-118.362855,33.858324,-118.363729,33.858324,-118.363292,33.858324
segment_152830,-118.363729,33.858324,-118.364603,33.858323,-118.364166,33.858324
segment_152831,-118.364603,33.858323,-118.365477,33.858323,-118.36504,33.858323
segment_152832,-118.365477,33.858323,-118.36632,33.858317,-118.365898,33.85832
segment_152833,-118.36632,33.858317,-118.367163,33.858312,-118.366742,33.858314
segment_152834,-118.367163,33.858312,-118.368236,33.858301,-118.3677,33.858306
segment_152835,-118.368236,33.858301,-118.369308,33.85829,-118.368772,33.858296
segment_152836,-118.369308,33.85829,-118.370358,33.858286,-118.369833,33.858288
segment_152837,-118.370358,33.858286,-118.371407,33.858281,-118.370882,33.858284
segment_152838,-118.371407,33.858281,-118.372314,33.858277,-118.37186,33.858279
segment_152839,-118.372314,33.858277,-118.373221,33.858273,-118.372768,33.858275
segment_152840,-118.373221,33.858273,-118.374128,33.858269,-118.373675,33.858271
segment_152841,-118.374128,33.858269,-118.375036,33.858265,-118.374582,33.858267
segment_152842,-118.375036,33.858265,-118.375943,33.858261,-118.375489,33.858263
segment_152843,-118.375943,33.858261,-118.37685,33.858257,-118.376396,33.858259
segment_152844,-118.37685,33.858257,-118.376961,33.858257,-118.376905,33.858257
segment_165229,-122.138359,38.214336,-122.138359,38.214314,-122.138359,38.214325
segment_165230,-122.138359,38.214314,-122.138313,38.214237,-122.138336,38.214275
segment_165231,-122.138313,38.214237,-122.13831,38.213657,-122.138312,38.213947
segment_165232,-122.13831,38.213657,-122.138306,38.213077,-122.138308,38.213367
segment_165233,-122.138306,38.213077,-122.138301,38.212471,-122.138304,38.212774
segment_165234,-122.138301,38.212471,-122.138296,38.211864,-122.138299,38.212167
segment_165235,-122.138296,38.211864,-122.138301,38.211311,-122.138299,38.211587
segment_165236,-122.138301,38.211311,-122.138305,38.210757,-122.138303,38.211034
segment_165237,-122.138305,38.210757,-122.138324,38.210071,-122.138315,38.210414
segment_165238,-122.138324,38.210071,-122.138344,38.209384,-122.138334,38.209727
segment_165239,-122.138344,38.209384,-122.138344,38.208862,-122.138344,38.209123
segment_165240,-122.138344,38.208862,-122.138344,38.20834,-122.138344,38.208601
segment_165241,-122.138344,38.20834,-122.138343,38.207739,-122.138343,38.208039
segment_165242,-122.138343,38.207739,-122.138342,38.207138,-122.138343,38.207438
segment_165243,-122.138342,38.207138,-122.138332,38.206512,-122.138337,38.206825
segment_165244,-122.138332,38.206512,-122.138321,38.205887,-122.138326,38.2062
segment_165245,-122.138321,38.205887,-122.138328,38.205257,-122.138325,38.205572
segment_165246,-122.138328,38.205257,-122.138335,38.204628,-122.138332,38.204942
segment_165247,-122.138335,38.204628,-122.138322,38.204007,-122.138328,38.204317
segment_165248,-122.138322,38.204007,-122.138308,38.203386,-122.138315,38.203696
segment_165249,-122.138308,38.203386,-122.138295,38.202599,-122.138302,38.202993
segment_165250,-122.138295,38.202599,-122.138282,38.201812,-122.138289,38.202206
segment_165251,-122.138282,38.201812,-122.138282,38.20122,-122.138282,38.201516
segment_165252,-122.138282,38.20122,-122.138282,38.200627,-122.138282,38.200924
segment_165253,-122.138282,38.200627,-122.138271,38.199996,-122.138277,38.200311
segment_165254,-122.138271,38.199996,-122.13826,38.199364,-122.138265,38.19968
segment_165255,-122.13826,38.199364,-122.138249,38.19864,-122.138254,38.199002
segment_165256,-122.138249,38.19864,-122.138238,38.197915,-122.138243,38.198277
segment_165257,-122.138238,38.197915,-122.138226,38.197263,-122.138232,38.197589
segment_165258,-122.138226,38.197263,-122.138214,38.19661,-122.13822,38.196936
segment_165259,-122.138214,38.19661,-122.138203,38.19585,-122.138209,38.19623
segment_165260,-122.138203,38.19585,-122.138191,38.195091,-122.138197,38.195471
segment_165261,-122.138191,38.195091,-122.138183,38.194372,-122.138187,38.194731
segment_165262,-122.138183,38.194372,-122.138175,38.193653,-122.138179,38.194013
segment_165263,-122.138175,38.193653,-122.138169,38.19307,-122.138172,38.193362
segment_165264,-122.138169,38.19307,-122.138164,38.192486,-122.138166,38.192778
segment_165265,-122.138164,38.192486,-122.138154,38.192024,-122.138159,38.192255
segment_165266,-122.138154,38.192024,-122.138146,38.191562,-122.13815,38.191793
segment_165267,-122.138146,38.191562,-122.138678,38.190768,-122.138412,38.191165
segment_165268,-122.138678,38.190768,-122.13921,38.189974,-122.138944,38.190371
segment_165269,-122.13921,38.189974,-122.139569,38.189434,-122.13939,38.189704
segment_165270,-122.139569,38.189434,-122.139928,38.188894,-122.139748,38.189164
segment_165271,-122.139928,38.188894,-122.140287,38.188354,-122.140108,38.188624
segment_165272,-122.140287,38.188354,-122.140727,38.187696,-122.140507,38.188025
segment_165273,-122.140727,38.187696,-122.141167,38.187038,-122.140947,38.187367
segment_165274,-122.141167,38.187038,-122.141658,38.186314,-122.141412,38.186676
segment_165275,-122.141658,38.186314,-122.142149,38.185589,-122.141903,38.185951
segment_165276,-122.142149,38.185589,-122.142491,38.185072,-122.14232,38.18533
segment_165277,-122.142491,38.185072,-122.142834,38.184556,-122.142663,38.184814
segment_165278,-122.142834,38.184556,-122.143197,38.184008,-122.143016,38.184282
segment_165279,-122.143197,38.184008,-122.143561,38.18346,-122.143379,38.183734
segment_165280,-122.143561,38.18346,-122.143924,38.182912,-122.143742,38.183186
segment_165281,-122.143924,38.182912,-122.143973,38.182834,-122.143949,38.182873
segment_165282,-122.143973,38.182834,-122.14357,38.182308,-122.143772,38.182571
segment_165283,-122.14357,38.182308,-122.143167,38.181781,-122.143369,38.182045
segment_165284,-122.143167,38.181781,-122.142578,38.181034,-122.142873,38.181408
segment_165285,-122.142578,38.181034,-122.142492,38.180231,-122.142535,38.180633
segment_165286,-122.142492,38.180231,-122.142405,38.179427,-122.142448,38.179829
segment_165287,-122.142405,38.179427,-122.142318,38.178623,-122.142362,38.179025
segment_165288,-122.142318,38.178623,-122.142245,38.178158,-122.142282,38.178391
segment_165289,-122.142245,38.178158,-122.142171,38.177692,-122.142208,38.177925
segment_165290,-122.142171,38.177692,-122.142075,38.177027,-122.142123,38.17736
segment_165291,-122.142075,38.177027,-122.141979,38.176361,-122.142027,38.176694
segment_165292,-122.141979,38.176361,-122.141938,38.17589,-122.141959,38.176126
segment_165293,-122.141938,38.17589,-122.141896,38.175418,-122.141917,38.175654
segment_165294,-122.141896,38.175418,-122.141884,38.17494,-122.14189,38.175179
segment_165295,-122.141884,38.17494,-122.141872,38.174461,-122.141878,38.1747
segment_165296,-122.141872,38.174461,-122.141863,38.173723,-122.141867,38.174092
segment_165297,-122.141863,38.173723,-122.141854,38.172986,-122.141859,38.173355
segment_165298,-122.141854,38.172986,-122.141846,38.172217,-122.14185,38.172602
segment_165299,-122.141846,38.172217,-122.141838,38.171449,-122.141842,38.171833
segment_165300,-122.141838,38.171449,-122.141852,38.170844,-122.141845,38.171147
segment_165301,-122.141852,38.170844,-122.141865,38.17024,-122.141858,38.170542
segment_165302,-122.141865,38.17024,-122.14188,38.169628,-122.141872,38.169934
segment_165303,-122.14188,38.169628,-122.141894,38.169017,-122.141887,38.169323
segment_165304,-122.141894,38.169017,-122.141899,38.168404,-122.141897,38.16871
segment_165305,-122.141899,38.168404,-122.141904,38.16779,-122.141902,38.168097
segment_165306,-122.141904,38.16779,-122.141916,38.167088,-122.14191,38.167439
segment_165307,-122.141916,38.167088,-122.141928,38.166385,-122.141922,38.166736
segment_165308,-122.141928,38.166385,-122.141929,38.165684,-122.141928,38.166034
segment_165309,-122.141929,38.165684,-122.14193,38.164982,-122.141929,38.165333
segment_165310,-122.14193,38.164982,-122.141901,38.164275,-122.141915,38.164629
segment_165311,-122.141901,38.164275,-122.141872,38.163567,-122.141887,38.163921
segment_165312,-122.141872,38.163567,-122.141869,38.162911,-122.14187,38.163239
segment_165313,-122.141869,38.162911,-122.141865,38.162255,-122.141867,38.162583
segment_165314,-122.141865,38.162255,-122.141925,38.161502,-122.141895,38.161879
